FILE	AUTHOR	TECHNIQUE	URL
./images/12.jpg	ABAQUESNE, MassÃ©ot	Ceramic mural composition	This composition is from a set of three narrating the story of the Flood. Its bright palette, of Italian inspiration, was already a feature of the first works by this potter from Rouen.
./images/13.jpg	ABBATE, NiccolÃ² dell'	-	The chimney breast was realized by the workshop of Niccolò dell' Abbate. It features figures, putti, flowers, fruit, and symbols (among them the sword symbolizing the constable's office) in trompe-l'oeil painting.
./images/14.jpg	ABBATE, NiccolÃ² dell'	Marble	The chimney breast in the large royal hall was realized by the workshop of Niccolò dell' Abbate. It features figures, putti, flowers, fruit, and symbols (among them the sword symbolizing the constable's office) in pink, white, and black marble.
./images/15.jpg	ABBATE, NiccolÃ² dell'	Oil on canvas	"In a fabulous setting we see the last moments of a stag hunt. The very small size of the figures in the foreground does not prevent the artist from lingering over every detail of the elegant clothing, the hairstyles and the harness of the horses. We sense a refined climate of diversion that was certainly inspired by  the Estense court of the castle of Ferrara, from which ""Camerini"" this painting probably comes. The natural scenery, which shows the influence of Dosso Dossi's landscapes and numerous aspects of Flemish art, is lit up in the background by unreal flashes of light, oscillating between pale pink and gray-green, from which ruins emerge, the spires of fairytale works of architecture."
./images/16.jpg	ABBATE, NiccolÃ² dell'	Oil on canvas	King Francis I of France concentrated his patronage of art and artists on the decoration of the Chateau of Fontainebleau. To this and he imported such major artists as he could. He did get the aging Leonardo, he imported Rosso in 1530, Primaticcio in 1532, then Niccolò dell'Abbate, Vignola, Andrea del Sarto, Cellini. Some stayed, some went back; but the work they left behind was decisive in the replacement of Gothic style in France.The Fontainebleau decorations included a Long Gallery, a Ballroom and several royal rooms. Only a fraction survives, since much were destroyed in later rebuildings, and most of the paintings were drastically restored in the nineteenth century.Niccolò dell'Abbate arrived about 1552. His main contribution was his fantastic landscapes, which are a genre quite apart from either the poetic realism found in late fifteenth-century Italian pictures, or the homely kind in the background of the Raphael cartoons. They have a dreamlike quality with extremes of light and colour, rainbows and flickering storms.Suggested listening (streaming mp3, 7 minutes):Cristoph Willibald Gluck: Orfeo, Act I, Orpheus' aria in G Major
./images/17.jpg	ABBATE, NiccolÃ² dell'	Oil on canvas	In this painting - which may belong to a series of landscapes painted in 1570 for the Cabinet du Roi in the Château de Fontainebleau - the artist applies the formula of a vast landscape animated by small, graceful figures. He takes as his source works by Joachim Patenier.
./images/18.jpg	ABBATE, NiccolÃ² dell'	Oil on canvas	This painting is typical of the elegant art emerging in Fontainebleau inspired by Primaticcio.
./images/19.jpg	ABBATI, Giuseppe	Oil on panel	The mid-nineteenth century in Italy was the period of the Risorgimento, the movement that culminated in Italian unification. That movement provided the political and cultural backdrop for one of the most important and influential groups in Italian art in the second half of the nineteenth century: the Macchiaioli. This group of landscape, portrait and genre painters, flourishing from about 1850 to 1880, was based on Florence. The core of the Macchiaioli consisted of eleven painters born between 1824 and 1838, most important of them among the older painters were Giovanni Fattori, Silvestro Lega, Serafino de Tivoli, and Vincenzo Cabianca, while Giuseppe Abbati and Telemaco Signorini belonged to the younger. There were some other artists associated with the group to varying extent, such as Guglielmo Ciardi, Giuseppe de Nittis, Federigo Zandomeneghi, and Giovanni Boldini. The last-named three all took their bearings from France, and eventually moved to Paris.Alongside history paintings, the early period of the Macchiaioli notably included the Castiglioncello School of landscape art, of significance in the 1860s in particular. (The school was named after the Tuscan coastal town where the artists gathered to work.) The painters of this school, among them Giuseppe Abbati, Odoardo Borrani, and Giovanni Fattori, constituted a homogenous subgroup within the Macchiaioli. At first Abbati's art was to the fore, subsequently that of Fattori.Abbati was very taken with the clear, serene light of that part of the country, and with the colours, and he was the most regular of the visitors. A typical painting of the 1860s was his Landscape at Castiglioncello.
./images/20.jpg	ABBATI, Giuseppe	Oil on canvas	To this day, the hilly Tuscan countryside is dotted with olive groves and ominous cypress trees, frequently found along roadsides and near cemeteries. Abbati chose a patch of sandy, yellow road for the foreground, where long afternoon shadows are casting the shades of other cypress trees to be imagined outside of the picture plane. Large areas of different hues are effectively played off against one another in a rather abstract fashion.
./images/21.jpg	ABBATI, Giuseppe	Oil on cardboard	Abbati painted in the cloisters of Santa Croce in Florence in 1861-62 while the monument was being restored. Numerous black and white marble blocks were strewn around the grounds, offering clear-cut shapes and sharp, elementary contrasts. Beyond the empty foreground, a row of stones is placed against the shaded walkway of the cloisters, with only the figure of a worker or stonemason as a living element in this rather abstract composition.
./images/22.jpg	ABBATI, Giuseppe	Oil on panel	More a genre painting than a portrait, this woman is standing near a fireplace resting her hands on the back of a chair, a pose that was customary in portrait photography at that time. The composition focuses on her long, bluish dress and the bonnet, held down by a black scarf, while her features are only summarily executed in large daubs of colours.
./images/23.jpg	ABBATINI, Guido Ubaldo	Oil on canvas	"In Rome it was customary to decorate church choirs on high church holidays with temporary decorations constructed of coloured papier mâché or canvas. The most famous of these are the ones created by Pietro da Cortona for the forty-hour prayer in Rome's San Lorenzo in Damaso during Holy Week in 1633. Drawings and engravings of these temporary ""sacred sets"" are the earliest evidence of the increasing tendency in the seventeenth century to transform church spaces into stages for heavenly apparitions and visions. One of the first decorations belonging to this category was the Cornaro Chapel in Santa Maria della Vittoria in Rome, designed by Gian Lorenzo Bernini. In it architecture, sculpture, and painting combine to form a theatrical whole. The saint and the angel in the famous Ecstasy of St Teresa function as the performers, while the saint's vision is entrusted to the medium of fresco, executed by Guido Ubaldo Abbatini."
./images/24.jpg	ABEELE, Pieter van	Silver	The obverse shows the cuirassed bust of Charles II nearly full face with long hair falling over shoulders and wearing the George of the Order of the Garter.The reverse shows fleet under sail, Fame flying above blowing her trumpet and carrying a riband inscribed SOLI DEO GLORIA.
./images/25.jpg	ABEELE, Pieter van	Silver	Maarten Harpertszoon Tromp (1598-1653) was an officer and later admiral in the Dutch navy. The commemorative medal was made in two clichés, mounted in a silver ring, with the double snake mark of Van Abeele.
./images/26.jpg	ABEELE, Pieter van	Silver	William III, Prince of Orange (1650-1702, was stadholder of the United Provinces of the Netherlands as William III (1672-1702) and king of England, Scotland, and Ireland (1689-1702), reigning jointly with Queen Mary II (until her death in 1694). He directed the European opposition to Louis XIV of France and, in Great Britain, secured the triumph of Protestantism and of Parliament.
./images/27.jpg	ABILDGAARD, Nicolai	Oil on canvas	The subject is taken from the Songs of Ossian.
./images/28.jpg	ABILDGAARD, Nicolai	Engraving	"This engraving is an illustration from Johannes Ewalds ""Adam and Eve""."
./images/29.jpg	ABONDIO, Antonio	Wax on obsidian	Emperor Maximilian II (reg. 1564-1576) commissioned many works from contemporary artists in order to enlarge and broaden his outstanding museum.Antonio Abondio was an Italian medallist and modeller. He is best known as the pioneer of the coloured wax relief portrait miniature.He worked in Italy between 1552 and 1565, and thereafter mainly for the Habsburgs. His son Alessandro followed in his father's footsteps, also specializing in mythological reliefs, and marrying the widow of another court artist, Hans von Aachen.Thirteen of Abondio's wax portraits survive, and about sixty medals. He also made the dies for the first coinage of Emperor Rudolf II. Initially his style in metal followed that of Leone Leoni, for the façade of whose house in Milan he carved eight large atlantes in stone, but later included many other influences.
./images/30.jpg	ACHENBACH, Oswald	Oil on canvas	Achenbach's favourite theme was the striking states of nature: a moonlit night, thunderclouds, fog, and so on. In the present work, his effective approach doubles the real-life event in pursuit of the same goal: a powerful visual impression.Suggested listening (streaming mp3, 18 minutes):Handel: Fireworks Music
./images/31.jpg	ADAM, Albrecht	Oil and gouache on paper	Albrecht Adam is best known as a battle painter; his patrons included Marshal Radetzky, Emperor Francis Joseph of Austria, Archduke Charles Ludwig, and King Maximilian II. The present painting represents the battle of Moscow on 7 September 1812.Suggested listening (streaming mp3, 3 minutes):Johann Strauss Sr.: Radetzky March
./images/32.jpg	ADAM, Albrecht	Oil on canvas	Albrecht Adam was one of the most celebrated German equestrian and military artists of the early nineteenth century. The present landscape with huntsmen returning from the hunt was commissioned around 1828 as one of a pair of hunting pictures by Felix Georg von Voss, the owner of Schloss Schorssow whose family held substantial estates in Pomerania and Prussia. In the background of the picture is a large, nine-bay country house, shown from the south-east side across the lake identifiable as Schloss Schorssow, built on the banks of Lake Haussee in Pomerania in North-East Germany.
./images/33.jpg	ADAM, Lambert-Sigisbert	Bronze	In the eighteenth century artist strove to invent new techniques, new ways to obtain results with less effort and, mainly, at less cost. Works of art were now marketable items and this raised the issue of how to market them. Porcelain thus came to used as a medium for figurines. Although they were fragile, they had the advantage of possessing colours of permanent freshness. Bronze figurines were more costly, however, they were also more resistant to blow. The technique for manufacturing them was similar to that employed for biscuit. Adam's Child was reproduced in a small size, in bronze rather than biscuit.
./images/34.jpg	ADAM, Lambert-Sigisbert	Lead	It was probably an aid to the success of the grand group of Neptune and Amphitrite for the Bassin de Neptune that it should be executed in lead. The huge lead group is all movement and action - Neptune poised as if about to rise and strike with his trident, and the whole rocky platform with its people and animals about to swing forward over the water.
./images/35.jpg	ADAM, Lambert-Sigisbert	Marble	Speedy in execution, imaginative rather than intellectual, Adam had not a wide range of ideas but he was capable of effective, if unoriginal, sculpture. His Neptune Calming the Waves reveals his ability and his limitations. Back in Paris from Rome in 1733, he completed a model the following year and the piece itself in 1737. Its debt to Bernini needs no emphasizing; nor does the piece, for all its bravura, survive too close a scrutiny of its movement and anatomy. But it has a compensating largeness of effect, despite its small scale, and a welcome vigour. It is a piece of illusionism, with its dramatic movement - Neptune advancing forward to quell the waves, instead of being balanced in the equilibrium Bernini had devised - and its bold flying swag of drapery which emphasises the action.Suggested listening (streaming mp3, 3 minutes):Marc-Antoine Charpentier: Marche en Rondeau
./images/36.jpg	ADAM, Lambert-Sigisbert	Drawing	It is the Seine and Marne group for Saint-Cloud, and his Neptune presented to the Académie, which flank Adam in the unusual self-portrait drawing.
./images/37.jpg	ADAM, Lambert-Sigisbert	Terracotta	At the Salon of 1737 Adam exhibited a group of busts of the elements. The terracotta model for the head of Water in the Hermitage shows that the vein of poetry in Adam's 'fancy pieces' was very real. The limpid treatment of the hair, the ardent yet wistful gaze, reveal an unusual delicacy and response, perhaps more those of a modeller than a carver.Suggested listening (streaming mp3, 28 minutes):George Frideric Handel: Water Music, Suite No. 1
./images/38.jpg	ADAM, Nicolas-SÃ©bastien	Bronze	It is doubtful if Nicolas-Sébastien Adam was at all inferior to his elder brother Lambert-Sigisbert. They can be fairly judged by the bronze bas-reliefs each contributed to the chapel at Versailles, where the elder's St Adelaide taking leave of St Odilo is accomplished but fussy when compared to the clearly organized, highly pictorial Martyrdom of Sainte Victoire by Niclas-Sébastien. He indeed practiced sometimes as a painter, and his orientation towards painting was apparent from his sculptural work. His bas-relief is almost a homage to Pietro da Cortona in composition, but executed in a fluent pastiche manner that is closer to Sebastiano RIcci. The dying heroine, the pagan altar, the dramatic action of the aged priest, and the whole classical atmosphere, are ready to be transmuted into another of the younger Adam's reliefs, that of Sacrifice of Iphigenia.
./images/39.jpg	ADAM, Nicolas-SÃ©bastien	Marble	Nicolas-Sébastien was the ideal choice for the tomb of Queen Catharina Opalinska, Queen of Poland and Duchess of Lorraine, set up in 1749 in the church of Bon Secours in his native Nancy. Nevertheless, his brother Lambert-Sigisbert struggled hard to be preferred to the task. But panache was not needed so much as lyricism and a gentle piety, in commemorating the quite unglamorous, humble, religious wife of Stanislas of Lorraine and mother of Marie Leczinska.Bon Secours had been built by Stanislas a few years before with the intention of its containing tombs of himself and his wife, and the church's title might have suggested to Adam the theme he was to illustrate in his touching masterpiece of a soul helped by a vision. The useless royal crown and sceptre, which had proved so barren in life, are deliberately laid aside at the moment of passing from death into immortality. The queen, made youthful again, kneels in prayer, while an angel points her way to heaven. The eagle of Poland, the incense burners that smoke with the queen's praises, are unimportant in the central depiction of a simple allegory.The juxtaposition of the person commemorated and the angel of immortality is not dramatic. In that lack of drama lies its whole point. The hand of the Lord, the revelation of eternal happiness, cannot startle someone who has waited so long for them. The queen's face expresses no surprise, only ecstasy. The angel and she are integrated into a single form, in effect a bas-relief set against the coloured marble of the pyramid; its steep lines are broken by the long undulating diagonal that runs up from the lowest fold in the queen's mantle and culminates in the extended forefinger of the angel's upraised hand.
./images/40.jpg	ADAM, Nicolas-SÃ©bastien	Marble	The queen, made youthful again, kneels in prayer, while an angel points her way to heaven. The eagle of Poland, the incense burners that smoke with the queen's praises, are unimportant in the central depiction of a simple allegory.The juxtaposition of the person commemorated and the angel of immortality is not dramatic. In that lack of drama lies its whole point. The hand of the Lord, the revelation of eternal happiness, cannot startle someone who has waited so long for them. The queen's face expresses no surprise, only ecstasy. The angel and she are integrated into a single form, in effect a bas-relief set against the coloured marble of the pyramid; its steep lines are broken by the long undulating diagonal that runs up from the lowest fold in the queen's mantle and culminates in the extended forefinger of the angel's upraised hand.
./images/41.jpg	ADAM, Nicolas-SÃ©bastien	Marble	Adam's art was influenced by the Italian Baroque, which he had assimilated in Rome. Prometheus, the artist's presentation piece for the Academy in 1737, reveals a facile inspiration, great technical skill ostentatiously displayed, and a real sense for the decorative. His Triumph of Neptune and Amphitrite at Versailles, created with his brother Nicolas-Sebastian, is an exemplary work of French Rococo sculptural style.Suggested listening (streaming mp3, 13 minutes):Franz Liszt: Prometheus, symphonic poem
./images/42.jpg	ADAM, Nicolas-SÃ©bastien	Marble	Works of minutely detailed character (fashionable in the Rococo period) became veritable 'tours de force' when the sculptor combined the almost excessive preoccupation with details with an endeavour to keep up the 'grand manner' on a reduced scale. Nicolas-Sébastien Adam spent two decades working on the presentation piece he submitted to the Royal Academy in 1762. Yet there is not a trace of weariness in his masterpiece. It has a wonderful verve, yet it is also wonderfully delicate, this miniature Prometheus on his rock having his liver devoured by a vulture. The treatment of the details, even peripheral ones like the torch smoking on the ground, is superb. There is no question that academic statuettes of this type were influential.Suggested listening (streaming mp3, 17 minutes):Karl Goldmark: Prometheus Bound, overture op.38
./images/43.jpg	ADAM, Nicolas-SÃ©bastien	Marble	The architect Ange-Jacques Gabriel designed four vases, two representing spring and two autumn, for Louis XV's Château at Choisy, near Sceaux. The sculptors Jean-Baptiste Pigalle and Nicolas-Sébastien Adam each carved one on the theme of autumn (now both in the Metropolitan Museum of Art, New York), and the Flemish-born sculptor Jacques Verberckt (1704-1771) carved the pair dedicated to spring (now in the Musée du Louvre, Paris, and in the Château de Malmaison).Like many garden ornaments of the period of Louis XIV and Louis XV, the vases are indebted to ancient precedent. The kalyx-krater form, based on an ancient Greek vase type, with fluted base and handles springing from satyrs' heads, became a paradigm for Baroque and Rococo garden ornaments.
./images/44.jpg	ADAM, Nicolas-SÃ©bastien	Marble	
./images/45.jpg	ADAM, Nicolas-SÃ©bastien	Marble	
./images/46.jpg	ADAM, Robert	Photo	The present house was commissioned by Sir Nathaniel Curzon (later 1st Baron Scarsdale) in 1759. The house was designed by the Palladian architects James Paine (1717-1789) and Matthew Brettingham (1699-1769) and was loosely based on an original plan by Andrea Palladio for the never-built Villa Mocenigo. At the time a relatively unknown architect, Robert Adam was designing some garden temples to enhance the landscape of the park; Curzon was so impressed with Adam's designs, that Adam was quickly put in charge of the construction of the new mansion.The picture shows the south front.
./images/47.jpg	ADAM, Robert	Photo	The picture shows the State Dining Room, an ornate room filled with Corinthian columns and marble statues. The decoration of Syon House gives some idea of the way in which Robert Adam was able to interpret and enhance motifs from a wide variety of classical sources.
./images/48.jpg	ADAM, Robert	Photo	The Ante Room is dominated by twelve Ionic columns veneered in green scagliola. The arrangement of the columns gives the room a square effect. The deep vivid colours in this room are a complete contrast to the subtle colours of the Great Hall.The picture shows the Ante Room.
./images/49.jpg	ADAM, Robert	Photo	The Red Drawing Room is designed as an ante chamber to the Long Gallery. The walls are hung in crimson Spitalfield silk cloth and give the room a rich warmth. The ceiling is  made up of 239 roundels painted by Giovanni Battista Cipriani (1727-1785). The room also holds an important collection of portraits from Stuart royalty and the Percy family, apparently Sir Peter Lely's portrait of Charles I and the Duke of York were painted at Syon.The picture shows the Red Drawing Room.
./images/50.jpg	ADAM-SALOMON, Antoine-Samuel	White marble	Isaac Péreire was a prominent Jewish financier in 19th-century Paris and a bitter rival of the Rothschilds. The conglomerate that he and his brother Émile founded included the Crédit Mobilier Bank.
./images/51.jpg	ADEMOLLO, Luigi	Fresco	Luigi Ademollo, an Italian painter, draftsman, and engraver, was the uncle of the painter Carlo Ademollo (1825-1911). The Tuscan activities of this Lombard painter contributed to the establishing of modern Nea-Classical aesthetics in Florence. His decorative scenographic paintings on subjects drawn from mythology and Greek and Roman history, rich in grandiloquent archeologisms. certainly produced responses from local artists. Two representative examples of Ademollo's style and language are the painting decoration of the Palatine Chapel (1791-92) and of the later (1816) Sala dell'Arca (Room of the Ark) in the Pitti palace.Ademollo decorated the Room of the Ark with biblical scenes inspired by the history surrounding the Holy Ark of the Jewish people. Before the backdrop of classical architecture, a multitude of people are moving in a frieze-like procession with the Holy Ark being carried under the leadership of the high priest. The scenes are rich in narrative detail and reveal the artist's ability for elaborate historical recreations.
./images/52.jpg	ADEMOLLO, Luigi	Fresco	Luigi Ademollo, an Italian painter, draftsman, and engraver, was the uncle of the painter Carlo Ademollo (1825-1911). He decorated this room with biblical scenes inspired by the history surrounding the Holy Ark of the Jewish people. Before the backdrop of classical architecture, a multitude of people are moving in a frieze-like procession with the Holy Ark being carried under the leadership of the high priest. The scenes are rich in narrative detail and reveal the artist's ability for elaborate historical recreations.
./images/53.jpg	ADEMOLLO, Luigi	Fresco	This scene is a detail of the fresco cycle in the Room of the Ark. This shows the preparation of a Jewish festivity that is about to take place under a tentlike structure. Baskets of bread and jars of wine are being set up for distribution to the crowds during the celebration. The display of the massive menorah, a golden candelabrum with seven arms, serves as the dominating symbol of the Jewish people.
./images/54.jpg	ADEMOLLO, Luigi	Fresco	This scene is a detail of the fresco cycle in the Room of the Ark. Billowing clouds of aromatic incense surround the Ark of the Covenant, which is being carried in a solemn procession into the city of Jerusalem. The high priest of the Temple leads the pageant with the tabernacle containing the sacred Tablets of the Law.
./images/55.jpg	ADEMOLLO, Luigi	Fresco	The decorations of the chapel in the Palazzo Pitti are due to Luigi Ademollo, who painted the religious panels as well as the simulated bas-reliefs in grisaille technique of the organ balcony. They represent the Neoclassical taste of the early years of the nineteenth century, when for some time Napoleon had installed members of his family as the rulers of Tuscany.
./images/56.jpg	ADEMOLLO, Luigi	Fresco	Ademollo decorated the walls of the Sala degli Staffieri (Room of the Staff) with frescoes depicting scenes from Roman history and showing ancient Roman monuments.The picture shows Plotilla in the Domus Aureus.
./images/57.jpg	ADEMOLLO, Luigi	Fresco	Ademollo decorated the walls of the Sala degli Staffieri (Room of the Staff) with frescoes depicting scenes from Roman history and showing ancient Roman monuments.The picture shows The Emperor's Triumph.
./images/58.jpg	ADEMOLLO, Luigi	Fresco	Ademollo decorated the walls of the Sala degli Staffieri (Room of the Staff) with frescoes depicting scenes from Roman history and showing ancient Roman monuments.The picture shows a detail of the scene Events in the Life of Licinius Sura.
./images/59.jpg	ADEMOLLO, Luigi	Fresco	The Palazzo Bianchi-Bandinelli was built for Julio Blanch Bandied, who was a major figure in Napoleonic Siena, chamberlain for the Queen of Mercurial in 1804, mayor of the city in 1810, and prefect of the district of Ambrose in 1814. During the Restoration he was a governor and lieutenant-general of the Lorraine grand duke of Tuscany. The building of the palazzo was designed to mirror the personality, celebrating the features of Neo-classical art, beauty and grace, as the criteria of grandeur.The interior has a suite of rooms on the 'piano Mobile' which rejoices in the frescoes of Luigi Ademollo: they breathe the grace and Olympian calm of the Greek and Roman myths, The Marriage of Alexander and Roxana, and The Sacrifices of Numa. In contrast with these is the 'forest room' where a decoration of buildings and scenes of nature merges into endless greenery, creating illusory scenic prospects that rise to the changing sky of the ceiling and are lost in the dream-like images of the garden outside.The picture shows a detail of the decoration of the rooms on the piano nobile of the palazzo, entirely frescoed by Ademollo with mythological subjects, including griffins and garlands of flowers, and some 'woodland' decoration from a series of trompe-l'oeil landscapes.
./images/60.jpg	ADEMOLLO, Luigi	Fresco	The Palazzo Bianchi-Bandinelli was built for Julio Blanch Bandied, who was a major figure in Napoleonic Siena, chamberlain for the Queen of Mercurial in 1804, mayor of the city in 1810, and prefect of the district of Ambrose in 1814. During the Restoration he was a governor and lieutenant-general of the Lorraine grand duke of Tuscany. The building of the palazzo was designed to mirror the personality, celebrating the features of Neo-classical art, beauty and grace, as the criteria of grandeur.The interior has a suite of rooms on the 'piano Mobile' which rejoices in the frescoes of Luigi Ademollo: they breathe the grace and Olympian calm of the Greek and Roman myths, The Marriage of Alexander and Roxana, and The Sacrifices of Numa. In contrast with these is the 'forest room' where a decoration of buildings and scenes of nature merges into endless greenery, creating illusory scenic prospects that rise to the changing sky of the ceiling and are lost in the dream-like images of the garden outside.The picture shows a detail of the decoration of the rooms on the piano nobile of the palazzo, entirely frescoed by Ademollo with mythological subjects, including griffins and garlands of flowers, and some 'woodland' decoration from a series of trompe-l'oeil landscapes.
./images/61.jpg	ADEMOLLO, Luigi	Fresco	The Palazzo Bianchi-Bandinelli was built for Julio Blanch Bandied, who was a major figure in Napoleonic Siena, chamberlain for the Queen of Mercurial in 1804, mayor of the city in 1810, and prefect of the district of Ambrose in 1814. During the Restoration he was a governor and lieutenant-general of the Lorraine grand duke of Tuscany. The building of the palazzo was designed to mirror the personality, celebrating the features of Neo-classical art, beauty and grace, as the criteria of grandeur.The interior has a suite of rooms on the 'piano Mobile' which rejoices in the frescoes of Luigi Ademollo: they breathe the grace and Olympian calm of the Greek and Roman myths, The Marriage of Alexander and Roxana, and The Sacrifices of Numa. In contrast with these is the 'forest room' where a decoration of buildings and scenes of nature merges into endless greenery, creating illusory scenic prospects that rise to the changing sky of the ceiling and are lost in the dream-like images of the garden outside.The picture shows a detail of the decoration of the rooms on the piano nobile of the palazzo, entirely frescoed by Ademollo with mythological subjects, including griffins and garlands of flowers, and some 'woodland' decoration from a series of trompe-l'oeil landscapes.
./images/62.jpg	ADLER, Salomon	Oil on canvas	Salomon Adler executed a handful of self-portraits during his career, and the present work appears to be an early example of such a work.
./images/63.jpg	ADOLPHI, Christoffel	Silver	Michiel de Ruyter (1607-1676) was one of the most famous admirals in Dutch history. He is most famous for his role in the Anglo-Dutch Wars of the 17th century. His victories in the naval battles of the Dutch War of Independence and later during the Anglo-Dutch wars assured his place not only as a national hero, but also as one of the most respected admirals in history. His greatest military achievement was the Four Days' Battle of June 1666, which resulted in defeat for the English navy. De Ruyter was then asked to commission his own portrait in six copies, to be hung in the chambers of the regional offices of the admiralty in Amsterdam, Rotterdam, Middelburg, Harlingen, Enkhuizen and Hoorn.The medal is signed on the arm with the monogram 'C.AD.F.'.
./images/64.jpg	ADRIAENSSEN, Alexander	Oil on canvas	
./images/65.jpg	ADRIAENSSEN, Alexander	Oil on oak panel	The style of Alexander Adriaenssen, who became a master in Antwerp in 1610, is related to the Haarlem style. He made a number of still-lifes of flowers, but he owes his reputation to his many still-lifes of fish. He depicted with great skill the moist waxiness of fish and oysters.He seems to have arrived fairly quickly at a well-laid-out scheme to which he adhered for the rest of his life. He has a striking diagonal asymmetric composition, with motifs overlapping one another and arranged over several planes, with a generally sober tonality, even tending to monochrome. In the use of some motifs he seems to have been influenced by Frans Snyders.
./images/66.jpg	ADRIAENSSEN, Alexander	Oil on panel	
./images/67.jpg	ADRIAENSSEN, Alexander	Oil on panel	The painting shows a still-life with a platter of crabs and shrimp, a glass jug of flowers, a Roemer and a long-stemmed tazza of wine, an earthenware jug, a loaf of bread, a bunch of grapes and a half-peeled lemon.All of Adriaenssen's known works are still-lifes, a number of which are dated and prominently signed with his full name.  His compositions are well balanced, suffused with soft chiaroscuro, with the textures of surfaces skillfully and convincingly reproduced.The painting is signed and dated on the table, lower left: Alex. Adriaenssen fecit Ao 1646.
